"family","language","dialect","source","primarySource","poa1","poa2","vot.category","vot","voiceContrast","notes"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","short.lag",26.8,"yes","male._/u/"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,"dental","coronal","short.lag",20.83,"yes","female"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","short.lag",18.58,"yes","male._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","short.lag",19.63,"yes","male._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","short.lag",30.56,"yes","male._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","short.lag",18.7,"yes","female._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","short.lag",20.2,"yes","male._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","short.lag",34.68,"yes","male._/i/"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"dorsal","short.lag",55.09,"yes","male"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"labial","short.lag",20.2,"yes","female"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","short.lag",22.13,"yes","female._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","short.lag",14.93,"yes","female._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","short.lag",65.33,"yes","male._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","short.lag",31.89,"yes","female._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","short.lag",41.5,"yes","male._/a/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","short.lag",58.45,"yes","male._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"coronal","short.lag",21.66,"yes","female._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"labial","short.lag",28.46,"yes","female._/u/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","short.lag",58.96,"yes","female._/i/"
"Dravidian","Telugu",NA,"ReddyEtAlGenderVowel2014","ReddyEtAlGenderVowel2014",NA,"dorsal","short.lag",52.35,"yes","female._/u/"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,NA,"labial","short.lag",21.67,"yes","male"
"Dravidian","Telugu",NA,"ReddyEtAl2014",NA,"dental","coronal","short.lag",28.48,"yes","male"
"Tai-Kadai","Thai",NA,"Inglis2013","LiskerAbramson1964","labial","labial","long.lag",64,"yes","NA"
"Tai-Kadai","Thai",NA,"Inglis2013","LiskerAbramson1964","dental","coronal","long.lag",65,"yes","NA"
"Tai-Kadai","Thai",NA,"Inglis2013","LiskerAbramson1964","velar","dorsal","long.lag",100,"yes","NA"
"Tai-Kadai","Thai",NA,"Shimizu1989","Shimizu1989",NA,"labial","long.lag",73,"yes","NA"
"Tai-Kadai","Thai",NA,"Shimizu1989","Shimizu1989",NA,"coronal","long.lag",76,"yes","NA"
"Tai-Kadai","Thai",NA,"Shimizu1989","Shimizu1989",NA,"dorsal","long.lag",95,"yes","NA"
"Tai-Kadai","Thai",NA,"Inglis2013","LiskerAbramson1964","labial","labial","short.lag",6,"yes","NA"
"Tai-Kadai","Thai",NA,"Inglis2013","LiskerAbramson1964","dental","coronal","short.lag",9,"yes","NA"
"Tai-Kadai","Thai",NA,"Inglis2013","LiskerAbramson1964","velar","dorsal","short.lag",25,"yes","NA"
"Tai-Kadai","Thai",NA,"Shimizu1989","Shimizu1989",NA,"labial","short.lag",5,"yes","NA"
"Tai-Kadai","Thai",NA,"Shimizu1989","Shimizu1989",NA,"coronal","short.lag",8,"yes","NA"
"Tai-Kadai","Thai",NA,"Shimizu1989","Shimizu1989",NA,"dorsal","short.lag",23,"yes","NA"
"Ticuna","Tikuna","Yari-Tikuna","Carvalho2011","Carvalho2011",NA,"labial","lead",-140,"yes","CV"
"Ticuna","Tikuna","Yari-Tikuna","Carvalho2011","Carvalho2011",NA,"coronal","lead",-140,"yes","CV"
"Ticuna","Tikuna","Yari-Tikuna","Carvalho2011","Carvalho2011",NA,"dorsal","lead",-131,"yes","CV"
"Ticuna","Tikuna","Yari-Tikuna","Carvalho2011","Carvalho2011",NA,"labial","short.lag",6,"yes","CV"
"Ticuna","Tikuna","Yari-Tikuna","Carvalho2011","Carvalho2011",NA,"coronal","short.lag",10,"yes","CV"
"Ticuna","Tikuna","Yari-Tikuna","Carvalho2011","Carvalho2011",NA,"dorsal","short.lag",34,"yes","CV"
"Na-Dene","Tlingit",NA,"ChoLadefoged1999","ChoLadefoged1999","dental","coronal","long.lag",120,"yes","NA"
"Na-Dene","Tlingit",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","long.lag",128,"yes","NA"
"Na-Dene","Tlingit",NA,"ChoLadefoged1999","ChoLadefoged1999","uvular","dorsal","long.lag",128,"yes","NA"
"Na-Dene","Tlingit",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",18,"yes","NA"
"Na-Dene","Tlingit",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",28,"yes","NA"
"Na-Dene","Tlingit",NA,"ChoLadefoged1999","ChoLadefoged1999","uvular","dorsal","short.lag",30,"yes","NA"
"Austronesian","Tsou",NA,"ChoLadefoged1999","ChoLadefoged1999","labial","labial","short.lag",11,"no","NA"
"Austronesian","Tsou",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",17,"no","NA"
"Austronesian","Tsou",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",28,"no","NA"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","long.lag",51,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","long.lag",75,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","long.lag",64,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","long.lag",77,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","long.lag",79,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","long.lag",58,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","long.lag",87,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","long.lag",50,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","long.lag",67,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","long.lag",94,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","long.lag",78,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","long.lag",64,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","long.lag",105,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","long.lag",88,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","long.lag",69,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","long.lag",102,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","long.lag",74,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","long.lag",72,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","long.lag",64,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","long.lag",57,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","long.lag",96,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","long.lag",82,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","long.lag",74,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","long.lag",78,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","long.lag",82,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","long.lag",107,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","long.lag",67,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","short.lag",0,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","short.lag",0,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","short.lag",6,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","short.lag",0,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"labial","short.lag",7,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","short.lag",2,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","short.lag",2,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","short.lag",3,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","short.lag",1,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","short.lag",0,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"coronal","short.lag",5,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","short.lag",8,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","short.lag",5,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","short.lag",2,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","short.lag",7,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","short.lag",5,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.coronal","coronal","short.lag",2,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","short.lag",8,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","short.lag",11,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","short.lag",10,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","short.lag",14,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","short.lag",7,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,NA,"dorsal","short.lag",9,"yes","initial,M3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","short.lag",14,"yes","initial,F1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","short.lag",32,"yes","initial,F2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","short.lag",17,"yes","initial,F3"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","short.lag",13,"yes","initial,M1"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","short.lag",14,"yes","initial,M2"
"Niger-Congo","Tswana","Sengwato","Tlale2005",NA,"labialized.dorsal","dorsal","short.lag",13,"yes","initial,M3"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"labial","lead",-54.9,"yes","female"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"labial","lead",-77,"yes","male"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"coronal","lead",-51.8,"yes","female"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"coronal","lead",-54,"yes","male"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"dorsal","lead",-8.3,"yes","female"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"dorsal","lead",-11.2,"yes","male"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"labial","long.lag",45.3,"yes","female"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"labial","long.lag",36.2,"yes","male"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"coronal","long.lag",50.8,"yes","female"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"coronal","long.lag",48.6,"yes","male"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"dorsal","long.lag",68.9,"yes","female"
"Altaic","Turkish",NA,"OgutEtAl2006","OgutEtAl2006",NA,"dorsal","long.lag",69.8,"yes","male"
"Mayan","Tzutujil",NA,"Bennett2010","Bennett2010",NA,"labial","short.lag",12,"no","onset"
"Mayan","Tzutujil",NA,"Bennett2010","Bennett2010",NA,"coronal","short.lag",17,"no","onset"
"Mayan","Tzutujil",NA,"Bennett2010","Bennett2010",NA,"dorsal","short.lag",31,"no","onset"
"Mayan","Tzutujil",NA,"Bennett2010","Bennett2010",NA,"dorsal","short.lag",27,"no","onset"
"Nakh-Daghestanian","Udi",NA,"Ganenkov","Ganenkov",NA,"labial","long.lag",53,"yes","NA"
"Nakh-Daghestanian","Udi",NA,"Ganenkov","Ganenkov",NA,"coronal","long.lag",54,"yes","NA"
"Nakh-Daghestanian","Udi",NA,"Ganenkov","Ganenkov",NA,"dorsal","long.lag",68,"yes","NA"
"Nakh-Daghestanian","Udi",NA,"Ganenkov","Ganenkov",NA,"dorsal","long.lag",60,"yes","NA"
"Uto-Aztecan","Ute","Southern","Oberly2008",NA,"labial","labial","short.lag",6,"no","NA"
"Uto-Aztecan","Ute","Southern","Oberly2008",NA,"coronal","coronal","short.lag",14,"no","NA"
"Uto-Aztecan","Ute","Southern","Oberly2008",NA,"dorsal","dorsal","short.lag",29,"no","NA"
"Uto-Aztecan","Ute","Southern","Oberly2008",NA,"uvular","dorsal","short.lag",7,"no","NA"
"Tucanoan","Waimaha",NA,"StevensHajek2004","StevensHajek2004",NA,"dorsal","long.lag",60,"yes","NA"
"Tucanoan","Waimaha",NA,"StevensHajek2004","StevensHajek2004",NA,"coronal","long.lag",96,"yes","NA"
"Tucanoan","Waimaha",NA,"StevensHajek2004","StevensHajek2004",NA,"dorsal","long.lag",103,"yes","NA"
"Tucanoan","Waimaha",NA,"StevensHajek2004","StevensHajek2004",NA,"coronal","short.lag",22,"yes","NA"
"Tucanoan","Waimaha",NA,"StevensHajek2004","StevensHajek2004",NA,"dorsal","short.lag",22,"yes","NA"
"Chapacura-Wanham","Wari'",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",19,"no","NA"
"Chapacura-Wanham","Wari'",NA,"ChoLadefoged1999","ChoLadefoged1999","dental","coronal","short.lag",26,"no","NA"
"Chapacura-Wanham","Wari'",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",54,"no","NA"
"Pama-Nyungan","Warlpiri",NA,"Lo2010",NA,"bilabial","labial","short.lag",26.5,"no","NA"
"Pama-Nyungan","Warlpiri",NA,"Lo2010",NA,"apicoalveolar","coronal","short.lag",25.38,"no","NA"
"Pama-Nyungan","Warlpiri",NA,"Lo2010",NA,"laminopalatal","dorsal","short.lag",53.36,"no","NA"
"Pama-Nyungan","Warlpiri",NA,"Lo2010",NA,"retroflex","coronal","short.lag",13.94,"no","NA"
"Pama-Nyungan","Warlpiri",NA,"Lo2010",NA,"dorsovelar","dorsal","short.lag",35.73,"no","NA"
"Indo-European","Welsh","Patagonia","Sleeper2016",NA,NA,"labial","short.lag",17,"yes","NA"
"Indo-European","Welsh","Patagonia","Sleeper2016",NA,NA,"coronal","short.lag",40,"yes","NA"
"Indo-European","Welsh","Patagonia","Sleeper2016",NA,NA,"dorsal","short.lag",36,"yes","NA"
"Indo-European","Welsh","Wales","Sleeper2016",NA,NA,"labial","long.lag",31,"yes","NA"
"Indo-European","Welsh","Wales","Sleeper2016",NA,NA,"coronal","long.lag",55,"yes","NA"
"Indo-European","Welsh","Wales","Sleeper2016",NA,NA,"dorsal","long.lag",49,"yes","NA"
"Sino-Tibetan","Wu (Shanghainese)",NA,"GaoEtAl2011",NA,NA,"labial","long.lag",117,"yes","NA"
"Sino-Tibetan","Wu (Shanghainese)",NA,"GaoEtAl2011",NA,NA,"coronal","long.lag",101,"yes","NA"
"Sino-Tibetan","Wu (Shanghainese)",NA,"GaoEtAl2011",NA,"bilabial","labial","short.lag",10,"yes","NA"
"Sino-Tibetan","Wu (Shanghainese)",NA,"GaoEtAl2011",NA,"dental","coronal","short.lag",20,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"bilabial","labial","long.lag",92,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"alveolar","coronal","long.lag",102,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"palatal","dorsal","long.lag",114,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"velar","dorsal","long.lag",96,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"bilabial","labial","short.lag",10,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"alveolar","coronal","short.lag",11,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"palatal","dorsal","short.lag",58,"yes","NA"
"Niger-Congo","Xhosa",NA,"VanderStouwe2009",NA,"velar","dorsal","short.lag",-5,"yes","NA"
"Pama-Nyungan","Yan-Nhangu",NA,"Lo2010",NA,"bilabial","labial","short.lag",27.29,"yes","NA"
"Pama-Nyungan","Yan-Nhangu",NA,"Lo2010",NA,"laminodental","coronal","short.lag",26.81,"yes","NA"
"Pama-Nyungan","Yan-Nhangu",NA,"Lo2010",NA,"apicoalveolar","coronal","short.lag",25.17,"yes","NA"
"Pama-Nyungan","Yan-Nhangu",NA,"Lo2010",NA,"laminopalatal","dorsal","short.lag",33.81,"yes","NA"
"Pama-Nyungan","Yan-Nhangu",NA,"Lo2010",NA,"retroflex","coronal","short.lag",16.31,"yes","NA"
"Pama-Nyungan","Yan-Nhangu",NA,"Lo2010",NA,"dorsovelar","dorsal","short.lag",29.85,"yes","NA"
"Austronesian","Yapese",NA,"ChoLadefoged1999","ChoLadefoged1999","bilabial","labial","short.lag",20,"yes","NA"
"Austronesian","Yapese",NA,"ChoLadefoged1999","ChoLadefoged1999","alveolar","coronal","short.lag",22,"yes","NA"
"Austronesian","Yapese",NA,"ChoLadefoged1999","ChoLadefoged1999","velar","dorsal","short.lag",56,"yes","NA"
"Mayan","Yukateko Maya",NA,"BurnettDeas2009",NA,NA,"labial","long.lag",25,"no","word.initial"
"Mayan","Yukateko Maya",NA,"BurnettDeas2009",NA,NA,"coronal","long.lag",18,"no","word.initial"
"Mayan","Yukateko Maya",NA,"BurnettDeas2009",NA,NA,"dorsal","long.lag",64,"no","word.initial"
"Oto-Manguean","Zapotec (Yalalag)",NA,"Avelino2004","Avelino2001",NA,"labial","short.lag",15,"yes","NA"
"Oto-Manguean","Zapotec (Yalalag)",NA,"Avelino2004","Avelino2001",NA,"coronal","short.lag",27,"yes","NA"
"Oto-Manguean","Zapotec (Yalalag)",NA,"Avelino2004","Avelino2001","plain.velar","dorsal","short.lag",39,"yes","NA"
"Oto-Manguean","Zapotec (Yalalag)",NA,"Avelino2004","Avelino2001","labialized.velar","dorsal","short.lag",52,"yes","NA"
"Oto-Manguean","Zapotec (Yalalag)",NA,"Avelino2004","Avelino2001",NA,"labial","lead",-90,"yes","NA"
"Oto-Manguean","Zapotec (Yalalag)",NA,"Avelino2004","Avelino2001",NA,"coronal","lead",-106,"yes","NA"
"Oto-Manguean","Zapotec (Yalalag)",NA,"Avelino2004","Avelino2001",NA,"dorsal","lead",-130,"yes","NA"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"labial","long.lag",50.85,"yes","isolated"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"labial","long.lag",76.81,"yes","slow"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"labial","long.lag",66.56,"yes","fast"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"coronal","long.lag",80.2,"yes","slow"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"coronal","long.lag",75.49,"yes","fast"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"dorsal","long.lag",92.15,"yes","slow"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"coronal","long.lag",75.89,"yes","isolated"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"dorsal","long.lag",85.13,"yes","isolated"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"dorsal","long.lag",69.5,"yes","fast"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"labial","short.lag",10.27,"yes","isolated"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"labial","short.lag",16.27,"yes","fast"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"coronal","short.lag",11.08,"yes","fast"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"labial","short.lag",12.06,"yes","slow"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"coronal","short.lag",11.59,"yes","isolated"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"coronal","short.lag",9.69,"yes","slow"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"dorsal","short.lag",23.87,"yes","isolated"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"dorsal","short.lag",36.96,"yes","slow"
"Niger-Congo","Zulu",NA,"Midtlyng","Midtlyng",NA,"dorsal","short.lag",19.66,"yes","fast"
